Cruise, Station, Type, yyyy-mm-ddThh:mm:ss.sss, Longitude [degrees_east], Latitude [degrees_north], Bot. Depth [m], Pressure [dbar], QF, Nitrate [umol/kg], QF, Phosphate [umol/kg], QF, Silicate [umol/kg], QF, Depth from Pressure [m], QF, Section Latitude, QF, QV:ODV:SAMPLE
SE0802, 43, B, 2008-03-29T05:16:00.000, 202.00000, 36.00000, 5000, 0.00000, 1, 0.64000, 1, 0.16700, 1, 4.96000, 1, 0.000, 1, 36.00000, 1, 1
SE0802, 43, B, 2008-03-29T05:16:00.000, 202.00000, 36.00000, 5000, 20.00000, 1, 0.46000, 1, 0.17000, 1, 4.98000, 1, 19.853, 1, 36.00000, 1, 1
SE0802, 43, B, 2008-03-29T05:16:00.000, 202.00000, 36.00000, 5000, 35.00000, 1, 0.66000, 1, 0.18800, 1, 4.80000, 1, 34.741, 1, 36.00000, 1, 1
SE0802, 43, B, 2008-03-29T05:16:00.000, 202.00000, 36.00000, 5000, 50.00000, 1, 2.14000, 1, 0.28900, 1, 5.40000, 1, 49.629, 1, 36.00000, 1, 1
SE0802, 43, B, 2008-03-29T05:16:00.000, 202.00000, 36.00000, 5000, 65.00000, 1, 4.49000, 1, 0.40500, 1, 6.20000, 1, 64.515, 1, 36.00000, 1, 1
SE0802, 43, B, 2008-03-29T05:16:00.000, 202.00000, 36.00000, 5000, 80.00000, 1, 2.84000, 1, 0.33800, 1, 3.67000, 1, 79.400, 1, 36.00000, 1, 1
SE0802, 43, B, 2008-03-29T05:16:00.000, 202.00000, 36.00000, 5000, 100.00000, 1, 4.14000, 1, 0.42900, 1, 4.27000, 1, 99.245, 1, 36.00000, 1, 1
SE0802, 43, B, 2008-03-29T05:16:00.000, 202.00000, 36.00000, 5000, 125.00000, 1, 9.13000, 1, 0.63800, 1, 8.80000, 1, 124.049, 1, 36.00000, 1, 1
SE0802, 43, B, 2008-03-29T05:16:00.000, 202.00000, 36.00000, 5000, 150.00000, 1, 9.75000, 1, 0.70100, 1, 10.38000, 1, 148.850, 1, 36.00000, 1, 1
SE0802, 43, B, 2008-03-29T05:16:00.000, 202.00000, 36.00000, 5000, 200.00000, 1, 11.36000, 1, 0.79100, 1, 12.16000, 1, 198.443, 1, 36.00000, 1, 1
